#Location	Time	Pollutant	Actual	Estimated	Pass	Distance
Gorgie Road	4	NOx	48	0	8	1
Gorgie Road	4	NOx	48	73.22133301	8	1024
Gorgie Road	4	NOx	48	73.33708599	8	2048
Gorgie Road	4	NOx	48	74.09211727	8	4096
Gorgie Road	4	NOx	48	74.3182892	8	8192
Gorgie Road	4	NOx	48	74.95099027	8	16384
Gorgie Road	4	NOx	48	71.74193817	8	32768
Gorgie Road	4	NOx	48	64.9145199	8	65536
Gorgie Road	4	NOx	48	58.62267945	8	131072
Gorgie Road	4	NOx	48	55.84273447	8	262144
Gorgie Road	4	NOx	48	55.01829951	8	524288
Gorgie Road	4	NOx	48	0	9	1
Gorgie Road	4	NOx	48	73.22133301	9	1024
Gorgie Road	4	NOx	48	73.33715758	9	2048
Gorgie Road	4	NOx	48	74.09516046	9	4096
Gorgie Road	4	NOx	48	74.30820416	9	8192
Gorgie Road	4	NOx	48	75.21602778	9	16384
Gorgie Road	4	NOx	48	72.22764007	9	32768
Gorgie Road	4	NOx	48	65.47085187	9	65536
Gorgie Road	4	NOx	48	58.84258021	9	131072
Gorgie Road	4	NOx	48	55.83455298	9	262144
Gorgie Road	4	NOx	48	54.97278353	9	524288
Gorgie Road	4	NOx	48	0	10	1
Gorgie Road	4	NOx	48	73.22133301	10	1024
Gorgie Road	4	NOx	48	73.33718447	10	2048
Gorgie Road	4	NOx	48	74.09714861	10	4096
Gorgie Road	4	NOx	48	74.29193802	10	8192
Gorgie Road	4	NOx	48	75.4200623	10	16384
Gorgie Road	4	NOx	48	72.64414982	10	32768
Gorgie Road	4	NOx	48	65.98336348	10	65536
Gorgie Road	4	NOx	48	59.0661575	10	131072
Gorgie Road	4	NOx	48	55.82962312	10	262144
Gorgie Road	4	NOx	48	54.92757543	10	524288
Gorgie Road	4	NOx	48	0	11	1
Gorgie Road	4	NOx	48	73.22133301	11	1024
Gorgie Road	4	NOx	48	73.33719457	11	2048
Gorgie Road	4	NOx	48	74.09845023	11	4096
Gorgie Road	4	NOx	48	74.2739273	11	8192
Gorgie Road	4	NOx	48	75.57596121	11	16384
Gorgie Road	4	NOx	48	73.00680576	11	32768
Gorgie Road	4	NOx	48	66.45495531	11	65536
Gorgie Road	4	NOx	48	59.29280168	11	131072
Gorgie Road	4	NOx	48	55.82818985	11	262144
Gorgie Road	4	NOx	48	54.88279635	11	524288
Gorgie Road	4	NOx	48	0	12	1
Gorgie Road	4	NOx	48	73.22133301	12	1024
Gorgie Road	4	NOx	48	73.33719837	12	2048
Gorgie Road	4	NOx	48	74.09930298	12	4096
Gorgie Road	4	NOx	48	74.25635807	12	8192
Gorgie Road	4	NOx	48	75.69361217	12	16384
Gorgie Road	4	NOx	48	73.32695392	12	32768
Gorgie Road	4	NOx	48	66.888516	12	65536
Gorgie Road	4	NOx	48	59.52179807	12	131072
Gorgie Road	4	NOx	48	55.83041785	12	262144
Gorgie Road	4	NOx	48	54.83855443	12	524288
Gorgie Road	4	NOx	48	0	13	1
Gorgie Road	4	NOx	48	73.22133301	13	1024
Gorgie Road	4	NOx	48	73.33719979	13	2048
Gorgie Road	4	NOx	48	74.09986178	13	4096
Gorgie Road	4	NOx	48	74.24021777	13	8192
Gorgie Road	4	NOx	48	75.78077432	13	16384
Gorgie Road	4	NOx	48	73.61301242	13	32768
Gorgie Road	4	NOx	48	67.28690156	13	65536
Gorgie Road	4	NOx	48	59.75239247	13	131072
Gorgie Road	4	NOx	48	55.83640576	13	262144
Gorgie Road	4	NOx	48	54.79494588	13	524288
Gorgie Road	4	NOx	48	0	14	1
Gorgie Road	4	NOx	48	73.22133301	14	1024
Gorgie Road	4	NOx	48	73.33720033	14	2048
Gorgie Road	4	NOx	48	74.10022798	14	4096
Gorgie Road	4	NOx	48	74.22586707	14	8192
Gorgie Road	4	NOx	48	75.84361547	14	16384
Gorgie Road	4	NOx	48	73.8712566	14	32768
Gorgie Road	4	NOx	48	67.65289985	14	65536
Gorgie Road	4	NOx	48	59.98383452	14	131072
Gorgie Road	4	NOx	48	55.8461981	14	262144
Gorgie Road	4	NOx	48	54.75205604	14	524288
Gorgie Road	4	NOx	48	0	15	1
Gorgie Road	4	NOx	48	73.22133301	15	1024
Gorgie Road	4	NOx	48	73.33720053	15	2048
Gorgie Road	4	NOx	48	74.10046797	15	4096
Gorgie Road	4	NOx	48	74.21334948	15	8192
Gorgie Road	4	NOx	48	75.88707718	15	16384
Gorgie Road	4	NOx	48	74.10639566	15	32768
Gorgie Road	4	NOx	48	67.98919611	15	65536
Gorgie Road	4	NOx	48	60.21540547	15	131072
Gorgie Road	4	NOx	48	55.85979537	15	262144
Gorgie Road	4	NOx	48	54.70996026	15	524288
Gorgie Road	4	NOx	48	0	16	1
Gorgie Road	4	NOx	48	73.22133301	16	1024
Gorgie Road	4	NOx	48	73.3372006	16	2048
Gorgie Road	4	NOx	48	74.10062525	16	4096
Gorgie Road	4	NOx	48	74.20255772	16	8192
Gorgie Road	4	NOx	48	75.91513738	16	16384
Gorgie Road	4	NOx	48	74.32199446	16	32768
Gorgie Road	4	NOx	48	68.2983457	16	65536
Gorgie Road	4	NOx	48	60.446435	16	131072
Gorgie Road	4	NOx	48	55.87716252	16	262144
Gorgie Road	4	NOx	48	54.66872477	16	524288
Gorgie Road	4	NOx	48	0	17	1
Gorgie Road	4	NOx	48	73.22133301	17	1024
Gorgie Road	4	NOx	48	73.33720063	17	2048
Gorgie Road	4	NOx	48	74.10072833	17	4096
Gorgie Road	4	NOx	48	74.19332164	17	8192
Gorgie Road	4	NOx	48	75.93100718	17	16384
Gorgie Road	4	NOx	48	74.52078095	17	32768
Gorgie Road	4	NOx	48	68.58275535	17	65536
Gorgie Road	4	NOx	48	60.67631047	17	131072
Gorgie Road	4	NOx	48	55.89823609	17	262144
Gorgie Road	4	NOx	48	54.62840746	17	524288
Gorgie Road	4	NOx	48	0	18	1
Gorgie Road	4	NOx	48	73.22133301	18	1024
Gorgie Road	4	NOx	48	73.33720064	18	2048
Gorgie Road	4	NOx	48	74.10079588	18	4096
Gorgie Road	4	NOx	48	74.18545366	18	8192
Gorgie Road	4	NOx	48	75.93728224	18	16384
Gorgie Road	4	NOx	48	74.70486991	18	32768
Gorgie Road	4	NOx	48	68.84467228	18	65536
Gorgie Road	4	NOx	48	60.90448099	18	131072
Gorgie Road	4	NOx	48	55.92293015	18	262144
Gorgie Road	4	NOx	48	54.5890586	18	524288
Gorgie Road	4	NOx	48	0	19	1
Gorgie Road	4	NOx	48	73.22133301	19	1024
Gorgie Road	4	NOx	48	73.33720065	19	2048
Gorgie Road	4	NOx	48	74.10084015	19	4096
Gorgie Road	4	NOx	48	74.1787711	19	8192
Gorgie Road	4	NOx	48	75.93606173	19	16384
Gorgie Road	4	NOx	48	74.87592544	19	32768
Gorgie Road	4	NOx	48	69.08617983	19	65536
Gorgie Road	4	NOx	48	61.13045806	19	131072
Gorgie Road	4	NOx	48	55.95114131	19	262144
Gorgie Road	4	NOx	48	54.5507215	19	524288
Gorgie Road	4	NOx	48	0	20	1
Gorgie Road	4	NOx	48	73.22133301	20	1024
Gorgie Road	4	NOx	48	73.33720065	20	2048
Gorgie Road	4	NOx	48	74.10086917	20	4096
Gorgie Road	4	NOx	48	74.1731063	20	8192
Gorgie Road	4	NOx	48	75.92904263	20	16384
Gorgie Road	4	NOx	48	75.03527895	20	32768
Gorgie Road	4	NOx	48	69.309198	20	65536
Gorgie Road	4	NOx	48	61.35381392	20	131072
Gorgie Road	4	NOx	48	55.98275289	20	262144
Gorgie Road	4	NOx	48	54.51343313	20	524288
Gorgie Road	4	NOx	48	0	21	1
Gorgie Road	4	NOx	48	73.22133301	21	1024
Gorgie Road	4	NOx	48	73.33720065	21	2048
Gorgie Road	4	NOx	48	74.10088818	21	4096
Gorgie Road	4	NOx	48	74.16831026	21	8192
Gorgie Road	4	NOx	48	75.91759548	21	16384
Gorgie Road	4	NOx	48	75.18401486	21	32768
Gorgie Road	4	NOx	48	69.51548769	21	65536
Gorgie Road	4	NOx	48	61.57417851	21	131072
Gorgie Road	4	NOx	48	56.0176384	21	262144
Gorgie Road	4	NOx	48	54.47722468	21	524288
Gorgie Road	4	NOx	48	0	22	1
Gorgie Road	4	NOx	48	73.22133301	22	1024
Gorgie Road	4	NOx	48	73.33720065	22	2048
Gorgie Road	4	NOx	48	74.10090064	22	4096
Gorgie Road	4	NOx	48	74.16425303	22	8192
Gorgie Road	4	NOx	48	75.90282535	22	16384
Gorgie Road	4	NOx	48	75.32303284	22	32768
Gorgie Road	4	NOx	48	69.70665738	22	65536
Gorgie Road	4	NOx	48	61.79123562	22	131072
Gorgie Road	4	NOx	48	56.0556644	22	262144
Gorgie Road	4	NOx	48	54.44212206	22	524288
Gorgie Road	4	NOx	48	0	23	1
Gorgie Road	4	NOx	48	73.22133301	23	1024
Gorgie Road	4	NOx	48	73.33720065	23	2048
Gorgie Road	4	NOx	48	74.10090881	23	4096
Gorgie Road	4	NOx	48	74.16082264	23	8192
Gorgie Road	4	NOx	48	75.88562128	23	16384
Gorgie Road	4	NOx	48	75.45309317	23	32768
Gorgie Road	4	NOx	48	69.88417141	23	65536
Gorgie Road	4	NOx	48	62.00471864	23	131072
Gorgie Road	4	NOx	48	56.0966929	23	262144
Gorgie Road	4	NOx	48	54.40814642	23	524288
Gorgie Road	4	NOx	48	0	24	1
Gorgie Road	4	NOx	48	73.22133301	24	1024
Gorgie Road	4	NOx	48	73.33720065	24	2048
Gorgie Road	4	NOx	48	74.10091416	24	4096
Gorgie Road	4	NOx	48	74.15792323	24	8192
Gorgie Road	4	NOx	48	75.86669643	24	16384
Gorgie Road	4	NOx	48	75.57484968	24	32768
Gorgie Road	4	NOx	48	70.04935918	24	65536
Gorgie Road	4	NOx	48	62.21440614	24	131072
Gorgie Road	4	NOx	48	56.14058328	24	262144
Gorgie Road	4	NOx	48	54.37531452	24	524288
Gorgie Road	4	NOx	48	0	25	1
Gorgie Road	4	NOx	48	73.22133301	25	1024
Gorgie Road	4	NOx	48	73.33720065	25	2048
Gorgie Road	4	NOx	48	74.10091767	25	4096
Gorgie Road	4	NOx	48	74.15547317	25	8192
Gorgie Road	4	NOx	48	75.84662077	25	16384
Gorgie Road	4	NOx	48	75.68887393	25	32768
Gorgie Road	4	NOx	48	70.2034248	25	65536
Gorgie Road	4	NOx	48	62.42011752	25	131072
Gorgie Road	4	NOx	48	56.18719396	25	262144
Gorgie Road	4	NOx	48	54.3436392	25	524288
Gorgie Road	5	NOx	42	0	0	1
Gorgie Road	5	NOx	42	101.4794151	0	1024
Gorgie Road	5	NOx	42	98.72469076	0	2048
Gorgie Road	5	NOx	42	98.89684158	0	4096
Gorgie Road	5	NOx	42	96.22021812	0	8192
Gorgie Road	5	NOx	42	91.55666445	0	16384
Gorgie Road	5	NOx	42	88.00058616	0	32768
Gorgie Road	5	NOx	42	85.93581143	0	65536
Gorgie Road	5	NOx	42	84.84244763	0	131072
Gorgie Road	5	NOx	42	84.28240858	0	262144
Gorgie Road	5	NOx	42	83.99931721	0	524288
Gorgie Road	5	NOx	42	0	1	1
Gorgie Road	5	NOx	42	100.3677629	1	1024
Gorgie Road	5	NOx	42	97.08438946	1	2048
Gorgie Road	5	NOx	42	98.39448336	1	4096
Gorgie Road	5	NOx	42	97.86519611	1	8192
Gorgie Road	5	NOx	42	96.90490233	1	16384
Gorgie Road	5	NOx	42	93.85868342	1	32768
Gorgie Road	5	NOx	42	89.8065582	1	65536
Gorgie Road	5	NOx	42	86.97201966	1	131072
Gorgie Road	5	NOx	42	85.38535604	1	262144
Gorgie Road	5	NOx	42	84.5587443	1	524288
Gorgie Road	5	NOx	42	0	2	1
Gorgie Road	5	NOx	42	100.4013318	2	1024
Gorgie Road	5	NOx	42	97.18818232	2	2048
Gorgie Road	5	NOx	42	97.98408453	2	4096
Gorgie Road	5	NOx	42	96.77270521	2	8192
Gorgie Road	5	NOx	42	97.11107568	2	16384
Gorgie Road	5	NOx	42	95.19706861	2	32768
Gorgie Road	5	NOx	42	89.91067777	2	65536
Gorgie Road	5	NOx	42	86.33442794	2	131072
Gorgie Road	5	NOx	42	84.79125151	2	262144
Gorgie Road	5	NOx	42	84.18167918	2	524288
Gorgie Road	5	NOx	42	0	3	1
Gorgie Road	5	NOx	42	100.4047832	3	1024
Gorgie Road	5	NOx	42	97.25224163	3	2048
Gorgie Road	5	NOx	42	97.96428462	3	4096
Gorgie Road	5	NOx	42	96.0741175	3	8192
Gorgie Road	5	NOx	42	96.5132844	3	16384
Gorgie Road	5	NOx	42	95.8322758	3	32768
Gorgie Road	5	NOx	42	90.0418178	3	65536
Gorgie Road	5	NOx	42	85.76875905	3	131072
Gorgie Road	5	NOx	42	84.21971113	3	262144
Gorgie Road	5	NOx	42	83.80999027	3	524288
Gorgie Road	5	NOx	42	0	4	1
Gorgie Road	5	NOx	42	100.4051332	4	1024
Gorgie Road	5	NOx	42	97.27697451	4	2048
Gorgie Road	5	NOx	42	98.0028769	4	4096
Gorgie Road	5	NOx	42	95.65007339	4	8192
Gorgie Road	5	NOx	42	95.83261744	4	16384
Gorgie Road	5	NOx	42	96.08160388	4	32768
Gorgie Road	5	NOx	42	90.20732843	4	65536
Gorgie Road	5	NOx	42	85.27647824	4	131072
Gorgie Road	5	NOx	42	83.67187631	4	262144
Gorgie Road	5	NOx	42	83.44393673	4	524288
Gorgie Road	5	NOx	42	0	5	1
Gorgie Road	5	NOx	42	100.4051687	5	1024
Gorgie Road	5	NOx	42	97.286283	5	2048
Gorgie Road	5	NOx	42	98.03901859	5	4096
Gorgie Road	5	NOx	42	95.36794925	5	8192
Gorgie Road	5	NOx	42	95.2396965	5	16384
Gorgie Road	5	NOx	42	96.09807501	5	32768
Gorgie Road	5	NOx	42	90.3998135	5	65536
Gorgie Road	5	NOx	42	84.85599152	5	131072
Gorgie Road	5	NOx	42	83.14848247	5	262144
Gorgie Road	5	NOx	42	83.08374119	5	524288
Gorgie Road	5	NOx	42	0	6	1
Gorgie Road	5	NOx	42	100.4051723	6	1024
Gorgie Road	5	NOx	42	97.28978011	6	2048
Gorgie Road	5	NOx	42	98.06501256	6	4096
Gorgie Road	5	NOx	42	95.1643435	6	8192
Gorgie Road	5	NOx	42	94.760093	6	16384
Gorgie Road	5	NOx	42	95.97281071	6	32768
Gorgie Road	5	NOx	42	90.6075624	6	65536
Gorgie Road	5	NOx	42	84.50378335	6	131072
Gorgie Road	5	NOx	42	82.64993124	6	262144
Gorgie Road	5	NOx	42	82.72959302	6	524288
Gorgie Road	5	NOx	42	0	7	1
Gorgie Road	5	NOx	42	100.4051727	7	1024
Gorgie Road	5	NOx	42	97.29109377	7	2048
Gorgie Road	5	NOx	42	98.08254044	7	4096
Gorgie Road	5	NOx	42	95.00911645	7	8192
Gorgie Road	5	NOx	42	94.37696226	7	16384
Gorgie Road	5	NOx	42	95.76611713	7	32768
Gorgie Road	5	NOx	42	90.81917382	7	65536
Gorgie Road	5	NOx	42	84.2152098	7	131072
Gorgie Road	5	NOx	42	82.17635147	7	262144
Gorgie Road	5	NOx	42	82.38165124	7	524288
Gorgie Road	5	NOx	42	0	8	1
Gorgie Road	5	NOx	42	100.4051727	8	1024
Gorgie Road	5	NOx	42	97.29158723	8	2048
Gorgie Road	5	NOx	42	98.09413268	8	4096
Gorgie Road	5	NOx	42	94.8865271	8	8192
Gorgie Road	5	NOx	42	94.06611108	8	16384
Gorgie Road	5	NOx	42	95.51888383	8	32768
Gorgie Road	5	NOx	42	91.02531263	8	65536
Gorgie Road	5	NOx	42	83.98504511	8	131072
Gorgie Road	5	NOx	42	81.72765047	8	262144
Gorgie Road	5	NOx	42	82.04004729	8	524288
Gorgie Road	5	NOx	42	0	9	1
Gorgie Road	5	NOx	42	100.4051727	9	1024
Gorgie Road	5	NOx	42	97.29177259	9	2048
Gorgie Road	5	NOx	42	98.10175223	9	4096
Gorgie Road	5	NOx	42	94.78747639	9	8192
Gorgie Road	5	NOx	42	93.80686229	9	16384
Gorgie Road	5	NOx	42	95.25836596	9	32768
Gorgie Road	5	NOx	42	91.21911496	9	65536
Gorgie Road	5	NOx	42	83.80785254	9	131072
Gorgie Road	5	NOx	42	81.30355717	9	262144
Gorgie Road	5	NOx	42	81.70488746	9	524288
Gorgie Road	5	NOx	42	0	10	1
Gorgie Road	5	NOx	42	100.4051727	10	1024
Gorgie Road	5	NOx	42	97.29184222	10	2048
Gorgie Road	5	NOx	42	98.10675058	10	4096
Gorgie Road	5	NOx	42	94.70623339	10	8192
Gorgie Road	5	NOx	42	93.58407464	10	16384
Gorgie Road	5	NOx	42	95.00202329	10	32768
Gorgie Road	5	NOx	42	91.39600715	10	65536
Gorgie Road	5	NOx	42	83.67823034	10	131072
Gorgie Road	5	NOx	42	80.90365835	10	262144
Gorgie Road	5	NOx	42	81.37625527	10	524288
Gorgie Road	5	NOx	42	0	11	1
Gorgie Road	5	NOx	42	100.4051727	11	1024
Gorgie Road	5	NOx	42	97.29186838	11	2048
Gorgie Road	5	NOx	42	98.11002733	11	4096
Gorgie Road	5	NOx	42	94.63892986	11	8192
Gorgie Road	5	NOx	42	93.38739595	11	16384
Gorgie Road	5	NOx	42	94.76036201	11	32768
Gorgie Road	5	NOx	42	91.55331431	11	65536
Gorgie Road	5	NOx	42	83.5909698	11	131072
Gorgie Road	5	NOx	42	80.527429	11	262144
Gorgie Road	5	NOx	42	81.0542135	11	524288
Gorgie Road	5	NOx	42	0	12	1
Gorgie Road	5	NOx	42	100.4051727	12	1024
Gorgie Road	5	NOx	42	97.2918782	12	2048
Gorgie Road	5	NOx	42	98.11217501	12	4096
Gorgie Road	5	NOx	42	94.58280449	12	8192
Gorgie Road	5	NOx	42	93.20997776	12	16384
Gorgie Road	5	NOx	42	94.53906924	12	32768
Gorgie Road	5	NOx	42	91.68983412	12	65536
Gorgie Road	5	NOx	42	83.54115141	12	131072
Gorgie Road	5	NOx	42	80.17425765	12	262144
Gorgie Road	5	NOx	42	80.7388062	12	524288
Gorgie Road	5	NOx	42	0	13	1
Gorgie Road	5	NOx	42	100.4051727	13	1024
Gorgie Road	5	NOx	42	97.29188189	13	2048
Gorgie Road	5	NOx	42	98.11358256	13	4096
Gorgie Road	5	NOx	42	94.53579542	13	8192
Gorgie Road	5	NOx	42	93.04734843	13	16384
Gorgie Road	5	NOx	42	94.34059045	13	32768
Gorgie Road	5	NOx	42	91.80545017	13	65536
Gorgie Road	5	NOx	42	83.52419847	13	131072
Gorgie Road	5	NOx	42	79.84346761	13	262144
Gorgie Road	5	NOx	42	80.43006042	13	524288
Gorgie Road	5	NOx	42	0	14	1
Gorgie Road	5	NOx	42	100.4051727	14	1024
Gorgie Road	5	NOx	42	97.29188328	14	2048
Gorgie Road	5	NOx	42	98.11450503	14	4096
Gorgie Road	5	NOx	42	94.49630789	14	8192
Gorgie Road	5	NOx	42	92.89658533	14	16384
Gorgie Road	5	NOx	42	94.16526905	14	32768
Gorgie Road	5	NOx	42	91.90081008	14	65536
Gorgie Road	5	NOx	42	83.53590121	14	131072
Gorgie Road	5	NOx	42	79.5343345	14	262144
Gorgie Road	5	NOx	42	80.12798789	14	524288
Gorgie Road	5	NOx	42	0	15	1
Gorgie Road	5	NOx	42	100.4051727	15	1024
Gorgie Road	5	NOx	42	97.2918838	15	2048
Gorgie Road	5	NOx	42	98.11510958	15	4096
Gorgie Road	5	NOx	42	94.46307519	15	8192
Gorgie Road	5	NOx	42	92.75575269	15	16384
Gorgie Road	5	NOx	42	94.01215105	15	32768
Gorgie Road	5	NOx	42	91.97707083	15	65536
Gorgie Road	5	NOx	42	83.57242138	15	131072
Gorgie Road	5	NOx	42	79.24610091	15	262144
Gorgie Road	5	NOx	42	79.8325865	15	524288
Gorgie Road	5	NOx	42	0	16	1
Gorgie Road	5	NOx	42	100.4051727	16	1024
Gorgie Road	5	NOx	42	97.29188399	16	2048
Gorgie Road	5	NOx	42	98.11550577	16	4096
Gorgie Road	5	NOx	42	94.43507151	16	8192
Gorgie Road	5	NOx	42	92.62353559	16	16384
Gorgie Road	5	NOx	42	93.87954048	16	32768
Gorgie Road	5	NOx	42	92.03570416	16	65536
Gorgie Road	5	NOx	42	83.63028388	16	131072
Gorgie Road	5	NOx	42	78.9779884	16	262144
Gorgie Road	5	NOx	42	79.54384166	16	524288
Gorgie Road	5	NOx	42	0	17	1
Gorgie Road	5	NOx	42	100.4051727	17	1024
Gorgie Road	5	NOx	42	97.29188407	17	2048
Gorgie Road	5	NOx	42	98.11576543	17	4096
Gorgie Road	5	NOx	42	94.41145468	17	8192
Gorgie Road	5	NOx	42	92.49900748	17	16384
Gorgie Road	5	NOx	42	93.76537349	17	32768
Gorgie Road	5	NOx	42	92.07835203	17	65536
Gorgie Road	5	NOx	42	83.70636042	17	131072
Gorgie Road	5	NOx	42	78.72920742	17	262144
Gorgie Road	5	NOx	42	79.26172762	17	524288
Gorgie Road	5	NOx	42	0	18	1
Gorgie Road	5	NOx	42	100.4051727	18	1024
Gorgie Road	5	NOx	42	97.2918841	18	2048
Gorgie Road	5	NOx	42	98.11593559	18	4096
Gorgie Road	5	NOx	42	94.39152676	18	8192
Gorgie Road	5	NOx	42	92.38148483	18	16384
Gorgie Road	5	NOx	42	93.66746329	18	32768
Gorgie Road	5	NOx	42	92.10672212	18	65536
Gorgie Road	5	NOx	42	83.79784834	18	131072
Gorgie Road	5	NOx	42	78.49896541	18	262144
Gorgie Road	5	NOx	42	78.98620859	18	524288
Gorgie Road	5	NOx	42	0	19	1
Gorgie Road	5	NOx	42	100.4051727	19	1024
Gorgie Road	5	NOx	42	97.29188411	19	2048
Gorgie Road	5	NOx	42	98.11604712	19	4096
Gorgie Road	5	NOx	42	94.37470563	19	8192
Gorgie Road	5	NOx	42	92.27043712	19	16384
Gorgie Road	5	NOx	42	93.58365443	19	32768
Gorgie Road	5	NOx	42	92.12251422	19	65536
Gorgie Road	5	NOx	42	83.90224702	19	131072
Gorgie Road	5	NOx	42	78.28647332	19	262144
Gorgie Road	5	NOx	42	78.71723979	19	524288
Gorgie Road	5	NOx	42	0	20	1
Gorgie Road	5	NOx	42	100.4051727	20	1024
Gorgie Road	5	NOx	42	97.29188411	20	2048
Gorgie Road	5	NOx	42	98.1161202	20	4096
Gorgie Road	5	NOx	42	94.36050365	20	8192
Gorgie Road	5	NOx	42	92.16543152	20	16384
Gorgie Road	5	NOx	42	93.5119148	20	32768
Gorgie Road	5	NOx	42	92.12737022	20	65536
Gorgie Road	5	NOx	42	84.01733343	20	131072
Gorgie Road	5	NOx	42	78.09095097	20	262144
Gorgie Road	5	NOx	42	78.45476849	20	524288
Gorgie Road	5	NOx	42	0	21	1
Gorgie Road	5	NOx	42	100.4051727	21	1024
Gorgie Road	5	NOx	42	97.29188411	21	2048
Gorgie Road	5	NOx	42	98.1161681	21	4096
Gorgie Road	5	NOx	42	94.3485112	21	8192
Gorgie Road	5	NOx	42	92.06609897	21	16384
Gorgie Road	5	NOx	42	93.45038537	21	32768
Gorgie Road	5	NOx	42	92.12284177	21	65536
Gorgie Road	5	NOx	42	84.14113786	21	131072
Gorgie Road	5	NOx	42	77.91163117	21	262144
Gorgie Road	5	NOx	42	78.19873481	21	524288
Gorgie Road	5	NOx	42	0	22	1
Gorgie Road	5	NOx	42	100.4051727	22	1024
Gorgie Road	5	NOx	42	97.29188411	22	2048
Gorgie Road	5	NOx	42	98.11619949	22	4096
Gorgie Road	5	NOx	42	94.33838352	22	8192
Gorgie Road	5	NOx	42	91.97211358	22	16384
Gorgie Road	5	NOx	42	93.39740213	22	32768
Gorgie Road	5	NOx	42	92.11037082	22	65536
Gorgie Road	5	NOx	42	84.2719204	22	131072
Gorgie Road	5	NOx	42	77.74776308	22	262144
Gorgie Road	5	NOx	42	77.94907265	22	524288
Gorgie Road	5	NOx	42	0	23	1
Gorgie Road	5	NOx	42	100.4051727	23	1024
Gorgie Road	5	NOx	42	97.29188411	23	2048
Gorgie Road	5	NOx	42	98.11622006	23	4096
Gorgie Road	5	NOx	42	94.32983009	23	8192
Gorgie Road	5	NOx	42	91.88317994	23	16384
Gorgie Road	5	NOx	42	93.35150014	23	32768
Gorgie Road	5	NOx	42	92.09127955	23	65536
Gorgie Road	5	NOx	42	84.40814878	23	131072
Gorgie Road	5	NOx	42	77.59861473	23	262144
Gorgie Road	5	NOx	42	77.70571032	23	524288
Gorgie Road	5	NOx	42	0	24	1
Gorgie Road	5	NOx	42	100.4051727	24	1024
Gorgie Road	5	NOx	42	97.29188411	24	2048
Gorgie Road	5	NOx	42	98.11623355	24	4096
Gorgie Road	5	NOx	42	94.32260592	24	8192
Gorgie Road	5	NOx	42	91.79902547	24	16384
Gorgie Road	5	NOx	42	93.3114066	24	32768
Gorgie Road	5	NOx	42	92.06676699	24	65536
Gorgie Road	5	NOx	42	84.54847753	24	131072
Gorgie Road	5	NOx	42	77.46347498	24	262144
Gorgie Road	5	NOx	42	77.46857132	24	524288
Gorgie Road	5	NOx	42	0	25	1
Gorgie Road	5	NOx	42	100.4051727	25	1024
Gorgie Road	5	NOx	42	97.29188411	25	2048
Gorgie Road	5	NOx	42	98.11624238	25	4096
Gorgie Road	5	NOx	42	94.31650425	25	8192
Gorgie Road	5	NOx	42	91.7193956	25	16384
Gorgie Road	5	NOx	42	93.27602758	25	32768
Gorgie Road	5	NOx	42	92.03791019	25	65536
Gorgie Road	5	NOx	42	84.69172883	25	131072
Gorgie Road	5	NOx	42	77.34165488	25	262144
Gorgie Road	5	NOx	42	77.23757489	25	524288
Gorgie Road	6	NOx	57	0	0	1
Gorgie Road	6	NOx	57	127.7599825	0	1024
Gorgie Road	6	NOx	57	121.7545686	0	2048
Gorgie Road	6	NOx	57	123.4069918	0	4096
Gorgie Road	6	NOx	57	123.1070593	0	8192
Gorgie Road	6	NOx	57	119.4641902	0	16384
Gorgie Road	6	NOx	57	116.1106715	0	32768
Gorgie Road	6	NOx	57	114.0332295	0	65536
Gorgie Road	6	NOx	57	112.9019761	0	131072
Gorgie Road	6	NOx	57	112.3148923	0	262144
Gorgie Road	6	NOx	57	112.0162399	0	524288
Gorgie Road	6	NOx	57	0	1	1
Gorgie Road	6	NOx	57	125.7731901	1	1024
Gorgie Road	6	NOx	57	119.1593675	1	2048
Gorgie Road	6	NOx	57	120.3402728	1	4096
Gorgie Road	6	NOx	57	119.6773874	1	8192
Gorgie Road	6	NOx	57	120.6886331	1	16384
Gorgie Road	6	NOx	57	120.0834396	1	32768
Gorgie Road	6	NOx	57	117.2031133	1	65536
Gorgie Road	6	NOx	57	114.7695349	1	131072
Gorgie Road	6	NOx	57	113.3120939	1	262144
Gorgie Road	6	NOx	57	112.5294669	1	524288
Gorgie Road	6	NOx	57	0	2	1
Gorgie Road	6	NOx	57	125.7823849	2	1024
Gorgie Road	6	NOx	57	119.0954153	2	2048
Gorgie Road	6	NOx	57	119.4331884	2	4096
Gorgie Road	6	NOx	57	116.9923004	2	8192
Gorgie Road	6	NOx	57	118.8166906	2	16384
Gorgie Road	6	NOx	57	120.0435865	2	32768
Gorgie Road	6	NOx	57	116.1513976	2	65536
Gorgie Road	6	NOx	57	113.2951835	2	131072
Gorgie Road	6	NOx	57	112.2217921	2	262144
Gorgie Road	6	NOx	57	111.885339	2	524288
Gorgie Road	6	NOx	57	0	3	1
Gorgie Road	6	NOx	57	125.7833891	3	1024
Gorgie Road	6	NOx	57	119.1054678	3	2048
Gorgie Road	6	NOx	57	119.2801258	3	4096
Gorgie Road	6	NOx	57	115.9177866	3	8192
Gorgie Road	6	NOx	57	116.8950068	3	16384
Gorgie Road	6	NOx	57	119.5565124	3	32768
Gorgie Road	6	NOx	57	115.3217789	3	65536
Gorgie Road	6	NOx	57	111.9690325	3	131072
